datetime,timestamp,timestamp_desc,message,report,attribution,Compile Timestamp,source,md5,ip,domain,filename,SHA256,SHA1,File Type,File Size,PDB String,C2 Server
2016-07-22T10:11:09+0000,1469182269000,Compile Timestamp,tasklist.exe C:\poke\Release\poke.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-07-22 10:11:09 UTC,https://www.virustotal.com/#/file/3bf745b985d414c13e03748eac230f1d89c56e3d8d320ab445e303e11dd94dac/details,bb450ecec5321cf2c9fc098309a47fa7,,,tasklist.exe,3bf745b985d414c13e03748eac230f1d89c56e3d8d320ab445e303e11dd94dac,ca33316d49b7527f2e040caecbe440be1f2e8e1a,"PE32 executable (GUI) Intel 80386, for MS Windows",82192,C:\poke\Release\poke.pdb,destiny91[.]com
2016-08-14T19:15:49+0000,1471202149000,Compile Timestamp, D:\Projects\WinRAR\sfx\build\sfxrar32\Release\sfxrar.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-08-14 19:15:49 UTC,https://www.virustotal.com/#/file/41634a46b268a9d865e681caca10a6402c1d40717badb85434fc19f436add26b/detection,ef8b828e2d2e7e0f2fc22f15db9d9f30,,,,41634a46b268a9d865e681caca10a6402c1d40717badb85434fc19f436add26b,dc410eb7943469ab181a917dc434f65b750a4126,"PE32 executable (GUI) Intel 80386, for MS Windows",407423,D:\Projects\WinRAR\sfx\build\sfxrar32\Release\sfxrar.pdb,wingames2015[.]com
2016-08-14T19:15:49+0000,1471202149000,Compile Timestamp, D:\Projects\WinRAR\sfx\build\sfxrar32\Release\sfxrar.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-08-14 19:15:49 UTC,https://www.virustotal.com/#/file/b2401f03374718fc2e0159ca3f41828f62018bd992a46686d78213c751179a80/details,17875cd7c118256e6d285a79cb234c78,,,,b2401f03374718fc2e0159ca3f41828f62018bd992a46686d78213c751179a80,58c653eaaba3622b60fdc4e4a8dc1de61d1bcfb8,"PE32 executable (GUI) Intel 80386, for MS Windows",390057,D:\Projects\WinRAR\sfx\build\sfxrar32\Release\sfxrar.pdb,stingray91[.]com
2016-08-14T19:15:54+0000,1471202154000,Compile Timestamp, D:\Projects\WinRAR\sfx\build\sfxzip32\Release\sfxzip.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-08-14 19:15:54 UTC,https://www.virustotal.com/#/file/8f84b588a2143fa6f977e63d905fd004dad8a7e2d33f07f9f329d607e19dffd1/details,05d6bda7744d6fa1e08c3bf7afca8c41,,,,8f84b588a2143fa6f977e63d905fd004dad8a7e2d33f07f9f329d607e19dffd1,ca75360d7e51be34364f7695ff1fd500fcddc5dd,"PE32 executable (GUI) Intel 80386, for MS Windows",370898,D:\Projects\WinRAR\sfx\build\sfxzip32\Release\sfxzip.pdb,wingames2015[.]com
2016-08-19T00:00:00+00:00,1471564800000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 184.168.221.55,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,184.168.221.55,healthnewsone.com,,,,,,,
2016-09-02T10:38:44+0000,1472812724000,Compile Timestamp,tasklist.exe C:\poke\Release\poke.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-09-02 10:38:44 UTC,https://www.virustotal.com/#/file/39481fd155923497adc6a3efe2c088aaa3eb4cee7991c4e30e6b747c4b96e310/details,db0f6127448c0f798d853ff672194237,,,tasklist.exe,39481fd155923497adc6a3efe2c088aaa3eb4cee7991c4e30e6b747c4b96e310,6caae6853d88fc35cc150e1793fef5420ff311c6,"PE32 executable (GUI) Intel 80386, for MS Windows",80896,C:\poke\Release\poke.pdb,destiny91[.]com
2016-09-02T10:38:44+0000,1472812724000,Compile Timestamp,tasklist.exe C:\poke\Release\poke.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-09-02 10:38:44 UTC,https://www.virustotal.com/#/file/bf9cc00ff4a4c5df183cd1a5feadcec7af26ce41c804250df5c35a8429617c05/details,a1a5416f6e9c20cb370d6a9152c3e2e7,,,tasklist.exe,bf9cc00ff4a4c5df183cd1a5feadcec7af26ce41c804250df5c35a8429617c05,23b28275887c7757fa1d024df3bd7484753bba37,"PE32 executable (GUI) Intel 80386, for MS Windows",82192,C:\poke\Release\poke.pdb,destiny91[.]com
2016-09-05T07:14:02+0000,1473059642000,Compile Timestamp, C:\medal\Release\medal.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-09-05 07:14:02 UTC,https://www.virustotal.com/#/file/e0d96c8065874d867ff58beffafea09f6095eb337eb7addfe3b75c8df61786d9/details,c1958fa4ce470358407083ef394bbd54,,,,e0d96c8065874d867ff58beffafea09f6095eb337eb7addfe3b75c8df61786d9,1a2ec73fa90d800056516a8bdb0cc4da76f82ade,"PE32 executable (GUI) Intel 80386, for MS Windows",81680,C:\medal\Release\medal.pdb,medzone71[.]com
2016-09-10T00:00:00+00:00,1473465600000,VT_Domain_to_ip,Domain medzone71.com was resolving to 72.34.36.96,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/medzone71.com/details,,72.34.36.96,medzone71.com,,,,,,,
2016-09-20T00:00:00+00:00,1474329600000,VT_Domain_to_ip,Domain medzone71.com was resolving to 98.124.204.16,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/medzone71.com/details,,98.124.204.16,medzone71.com,,,,,,,
2016-09-20T10:20:47+0000,1474366847000,VT_First_Submission,tasklist.exe C:\poke\Release\poke.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-09-02 10:38:44 UTC,https://www.virustotal.com/#/file/39481fd155923497adc6a3efe2c088aaa3eb4cee7991c4e30e6b747c4b96e310/details,db0f6127448c0f798d853ff672194237,,,tasklist.exe,39481fd155923497adc6a3efe2c088aaa3eb4cee7991c4e30e6b747c4b96e310,6caae6853d88fc35cc150e1793fef5420ff311c6,"PE32 executable (GUI) Intel 80386, for MS Windows",80896,C:\poke\Release\poke.pdb,destiny91[.]com
2016-10-09T00:41:12+0000,1475973672000,VT_First_Submission, C:\medal\Release\medal.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-09-05 07:14:02 UTC,https://www.virustotal.com/#/file/e0d96c8065874d867ff58beffafea09f6095eb337eb7addfe3b75c8df61786d9/details,c1958fa4ce470358407083ef394bbd54,,,,e0d96c8065874d867ff58beffafea09f6095eb337eb7addfe3b75c8df61786d9,1a2ec73fa90d800056516a8bdb0cc4da76f82ade,"PE32 executable (GUI) Intel 80386, for MS Windows",81680,C:\medal\Release\medal.pdb,medzone71[.]com
2016-10-11T10:00:23+0000,1476180023000,VT_First_Submission,tasklist.exe C:\poke\Release\poke.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-09-02 10:38:44 UTC,https://www.virustotal.com/#/file/bf9cc00ff4a4c5df183cd1a5feadcec7af26ce41c804250df5c35a8429617c05/details,a1a5416f6e9c20cb370d6a9152c3e2e7,,,tasklist.exe,bf9cc00ff4a4c5df183cd1a5feadcec7af26ce41c804250df5c35a8429617c05,23b28275887c7757fa1d024df3bd7484753bba37,"PE32 executable (GUI) Intel 80386, for MS Windows",82192,C:\poke\Release\poke.pdb,destiny91[.]com
2016-10-25T04:08:43+0000,1477368523000,Compile Timestamp,tasklist.exe C:\raven\Release\raven.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-10-25 04:08:43 UTC,https://www.virustotal.com/#/file/c4e6a7111fd1329abad33ed61504ba404e848e14b8d8d7b8c927825340988bc4/details,9e8a774f352d8819528c8bfc12d7097b,,,tasklist.exe,c4e6a7111fd1329abad33ed61504ba404e848e14b8d8d7b8c927825340988bc4,c364741b5f5e298cc6e74e9632b9a5d2d03179bf,"PE32 executable (GUI) Intel 80386, for MS Windows",81168,C:\raven\Release\raven.pdb,marvellighter[.]com
2016-10-30T00:00:00+00:00,1477785600000,VT_Domain_to_ip,Domain healthnewsone.com was resolving to 204.11.56.48,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/healthnewsone.com/details,,204.11.56.48,healthnewsone.com,,,,,,,
2016-11-04T00:00:00+00:00,1478217600000,VT_Domain_to_ip,Domain marvellighter.com was resolving to 93.115.38.30,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/marvellighter.com/details,,93.115.38.30,marvellighter.com,,,,,,,
2016-11-05T08:06:31+0000,1478333191000,VT_First_Submission,tasklist.exe C:\raven\Release\raven.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-10-25 04:08:43 UTC,https://www.virustotal.com/#/file/c4e6a7111fd1329abad33ed61504ba404e848e14b8d8d7b8c927825340988bc4/details,9e8a774f352d8819528c8bfc12d7097b,,,tasklist.exe,c4e6a7111fd1329abad33ed61504ba404e848e14b8d8d7b8c927825340988bc4,c364741b5f5e298cc6e74e9632b9a5d2d03179bf,"PE32 executable (GUI) Intel 80386, for MS Windows",81168,C:\raven\Release\raven.pdb,marvellighter[.]com
2016-11-10T04:32:38+0000,1478752358000,Compile Timestamp, C:\light\Release\light.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-11-10 04:32:38 UTC,https://www.virustotal.com/#/file/d9e733ba827aec7cf28a0c1062c9e143fd4c78528d176891ad3fd6315d65bebb/details,4a4a5901208dfbbf30d7ae2b75aa5091,,,,d9e733ba827aec7cf28a0c1062c9e143fd4c78528d176891ad3fd6315d65bebb,7bb136fcbc10a79ad0a674063ed540a53cdbda7d,"PE32 executable (GUI) Intel 80386, for MS Windows",78415,C:\light\Release\light.pdb,marvellighter[.]com
2016-11-16T13:15:33+0000,1479302133000,VT_First_Submission, C:\light\Release\light.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-11-10 04:32:38 UTC,https://www.virustotal.com/#/file/d9e733ba827aec7cf28a0c1062c9e143fd4c78528d176891ad3fd6315d65bebb/details,4a4a5901208dfbbf30d7ae2b75aa5091,,,,d9e733ba827aec7cf28a0c1062c9e143fd4c78528d176891ad3fd6315d65bebb,7bb136fcbc10a79ad0a674063ed540a53cdbda7d,"PE32 executable (GUI) Intel 80386, for MS Windows",78415,C:\light\Release\light.pdb,marvellighter[.]com
2016-11-19T13:32:58+0000,1479562378000,VT_First_Submission,explorer.exe C:\iexpo\Release\iexpo.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-05-04 23:13:04 UTC,https://www.virustotal.com/#/file/7e98e0cba90f516a2e2e1f32ec0b8ec1719bf9c97413f142a25bb24ebedaed9f/details,8f2036f35444c8ac5c33de4806d4c4f4,,,explorer.exe,7e98e0cba90f516a2e2e1f32ec0b8ec1719bf9c97413f142a25bb24ebedaed9f,308184c193517d7cc217feddd998524f5026d17a,"PE32 executable (GUI) Intel 80386, for MS Windows",81680,C:\iexpo\Release\iexpo.pdb,marvel89[.]com
2016-11-19T13:35:37+0000,1479562537000,VT_First_Submission,tasklist.exe C:\poke\Release\poke.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-07-22 10:11:09 UTC,https://www.virustotal.com/#/file/3bf745b985d414c13e03748eac230f1d89c56e3d8d320ab445e303e11dd94dac/details,bb450ecec5321cf2c9fc098309a47fa7,,,tasklist.exe,3bf745b985d414c13e03748eac230f1d89c56e3d8d320ab445e303e11dd94dac,ca33316d49b7527f2e040caecbe440be1f2e8e1a,"PE32 executable (GUI) Intel 80386, for MS Windows",82192,C:\poke\Release\poke.pdb,destiny91[.]com
2016-12-17T00:00:00+00:00,1481932800000,VT_Domain_to_ip,Domain confirm97.com was resolving to 98.124.243.35,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/confirm97.com/details,,98.124.243.35,confirm97.com,,,,,,,
2017-01-05T00:00:00+00:00,1483574400000,VT_Domain_to_ip,Domain sterling66.com was resolving to 86.104.15.248,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/sterling66.com/details,,86.104.15.248,sterling66.com,,,,,,,
2017-02-17T05:09:55+0000,1487308195000,Compile Timestamp, C:\09Dec2016Dn\Release\09Dec2016Dn.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2017-02-17 05:09:55 UTC,https://www.virustotal.com/#/file/6a9924e6b751985073855aa8797ea0b6ffc5c499614e091af508fedf24c9066a/details,0db977b162c88b5383091c135adcd88a,,,,6a9924e6b751985073855aa8797ea0b6ffc5c499614e091af508fedf24c9066a,35bc3698aae46c4e258ee93a94ab954a7521287d,"PE32 executable (GUI) Intel 80386, for MS Windows",109568,C:\09Dec2016Dn\Release\09Dec2016Dn.pdb,stingray91[.]com
2017-02-18T00:00:00+00:00,1487376000000,VT_Domain_to_ip,Domain stingray91.com was resolving to 82.221.129.18,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/stingray91.com/details,,82.221.129.18,stingray91.com,,,,,,,
2017-03-03T23:16:09+0000,1488582969000,VT_First_Submission, D:\Projects\WinRAR\sfx\build\sfxrar32\Release\sfxrar.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2016-08-14 19:15:49 UTC,https://www.virustotal.com/#/file/b2401f03374718fc2e0159ca3f41828f62018bd992a46686d78213c751179a80/details,17875cd7c118256e6d285a79cb234c78,,,,b2401f03374718fc2e0159ca3f41828f62018bd992a46686d78213c751179a80,58c653eaaba3622b60fdc4e4a8dc1de61d1bcfb8,"PE32 executable (GUI) Intel 80386, for MS Windows",390057,D:\Projects\WinRAR\sfx\build\sfxrar32\Release\sfxrar.pdb,stingray91[.]com
2017-03-04T02:00:11+0000,1488592811000,VT_First_Submission, C:\09Dec2016Dn\Release\09Dec2016Dn.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2017-02-17 05:09:55 UTC,https://www.virustotal.com/#/file/6a9924e6b751985073855aa8797ea0b6ffc5c499614e091af508fedf24c9066a/details,0db977b162c88b5383091c135adcd88a,,,,6a9924e6b751985073855aa8797ea0b6ffc5c499614e091af508fedf24c9066a,35bc3698aae46c4e258ee93a94ab954a7521287d,"PE32 executable (GUI) Intel 80386, for MS Windows",109568,C:\09Dec2016Dn\Release\09Dec2016Dn.pdb,stingray91[.]com
2017-03-06T10:01:19+0000,1488794479000,Compile Timestamp, G:\c++\sandy dl 03032017\Release\sandy.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2017-03-06 10:01:19 UTC,https://www.virustotal.com/#/file/11b4ae2f5de5f262128015d34230bd39c7e5f9ed07df59e08478667a1ddecafd/details,be15e8ed4f245b41a6168e6719c6058f,,,,11b4ae2f5de5f262128015d34230bd39c7e5f9ed07df59e08478667a1ddecafd,ec05eadf22d5843bc705bf01800f4c9b0585d97e,"PE32 executable (GUI) Intel 80386, for MS Windows",160768,G:\c++\sandy dl 03032017\Release\sandy.pdb,victory1983.ddns[.]net
2017-03-10T00:00:00+00:00,1489104000000,VT_Domain_to_ip,Domain woodwind71.com was resolving to 82.221.105.125,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,,https://www.virustotal.com/gui/domain/woodwind71.com/details,,82.221.105.125,woodwind71.com,,,,,,,
2017-03-11T02:38:14+0000,1489199894000,VT_First_Submission, G:\c++\sandy dl 03032017\Release\sandy.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2017-03-06 10:01:19 UTC,https://www.virustotal.com/#/file/11b4ae2f5de5f262128015d34230bd39c7e5f9ed07df59e08478667a1ddecafd/details,be15e8ed4f245b41a6168e6719c6058f,,,,11b4ae2f5de5f262128015d34230bd39c7e5f9ed07df59e08478667a1ddecafd,ec05eadf22d5843bc705bf01800f4c9b0585d97e,"PE32 executable (GUI) Intel 80386, for MS Windows",160768,G:\c++\sandy dl 03032017\Release\sandy.pdb,victory1983.ddns[.]net
2017-03-15T10:18:53+0000,1489573133000,Compile Timestamp,ctfmers.exe C:\15Mar2017\Release\15Mar2017.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2017-03-15 10:18:53 UTC,https://www.virustotal.com/#/file/e8d22481dd7c46289cccd0e216fb9850e28ddc82fdf556b029ed7d731719e0f2/details,de668364fc3ab1a225e75008f8a58ae4,,,ctfmers.exe,e8d22481dd7c46289cccd0e216fb9850e28ddc82fdf556b029ed7d731719e0f2,d71acecc7974a66b8b3e459354e0481a82803c5b,"PE32 executable (GUI) Intel 80386, for MS Windows",113096,C:\15Mar2017\Release\15Mar2017.pdb,woodwind71[.]com
2017-03-18T05:58:19+0000,1489816699000,VT_First_Submission,KashmirKillingAndFreedomPics.exe d:\Projects\WinRAR\SFX\build\sfxzip32\Release\sfxzip.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2015-02-15 08:00:37 UTC,https://www.virustotal.com/#/file/7652b2bbf45e1ff5122f2d7ee83eaa3e64d5c496d2c616fb77252924fa3a0c32/details,2ba337190f86affb65f0d232f44b7d52,,,KashmirKillingAndFreedomPics.exe,7652b2bbf45e1ff5122f2d7ee83eaa3e64d5c496d2c616fb77252924fa3a0c32,98189fa59e78915c01c34e37186acec5b08c32a6,"PE32 executable (GUI) Intel 80386, for MS Windows",837366,d:\Projects\WinRAR\SFX\build\sfxzip32\Release\sfxzip.pdb,woodwind71[.]com
2017-03-18T05:58:22+0000,1489816702000,VT_First_Submission,ctfmers.exe C:\15Mar2017\Release\15Mar2017.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2017-03-15 10:18:53 UTC,https://www.virustotal.com/#/file/e8d22481dd7c46289cccd0e216fb9850e28ddc82fdf556b029ed7d731719e0f2/details,de668364fc3ab1a225e75008f8a58ae4,,,ctfmers.exe,e8d22481dd7c46289cccd0e216fb9850e28ddc82fdf556b029ed7d731719e0f2,d71acecc7974a66b8b3e459354e0481a82803c5b,"PE32 executable (GUI) Intel 80386, for MS Windows",113096,C:\15Mar2017\Release\15Mar2017.pdb,woodwind71[.]com
2017-03-29T06:24:43+0000,1490768683000,Compile Timestamp,wsmgr G:\c++\sandy dl 03032017\Release\hpc.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2017-03-29 06:24:43 UTC,https://www.virustotal.com/#/file/1757ec050038a168a8f595e9c315877efcb3336cf2f92d67654093f27fec8ef3/details,20472cf5d5d8328387f824b12f6b39ca,,,wsmgr,1757ec050038a168a8f595e9c315877efcb3336cf2f92d67654093f27fec8ef3,6a1a9031677c3d694a89e0b9dc4c4b0812d349bc,"PE32 executable (GUI) Intel 80386, for MS Windows",159744,G:\c++\sandy dl 03032017\Release\hpc.pdb,192.168.137[.]102
2017-04-02T00:47:38+0000,1491094058000,VT_First_Submission,wsmgr G:\c++\sandy dl 03032017\Release\hpc.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2017-03-29 06:24:43 UTC,https://www.virustotal.com/#/file/1757ec050038a168a8f595e9c315877efcb3336cf2f92d67654093f27fec8ef3/details,20472cf5d5d8328387f824b12f6b39ca,,,wsmgr,1757ec050038a168a8f595e9c315877efcb3336cf2f92d67654093f27fec8ef3,6a1a9031677c3d694a89e0b9dc4c4b0812d349bc,"PE32 executable (GUI) Intel 80386, for MS Windows",159744,G:\c++\sandy dl 03032017\Release\hpc.pdb,192.168.137[.]102
2017-04-17T08:34:45+0000,1492418085000,Compile Timestamp,crystal.exe N/A was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2017-04-17 08:34:45 UTC,https://www.virustotal.com/#/file/ad1de02434cb0897bf9812673615b5e88e6696241bab5b4e9599ab2ad01aa6ad/details,33b1e07651f7b8654e8174de8415c134,,,crystal.exe,ad1de02434cb0897bf9812673615b5e88e6696241bab5b4e9599ab2ad01aa6ad,9d592df17ffe67cb7fcc3afd8a0248cdb3d383b9,"PE32 executable (GUI) Intel 80386, for MS Windows",82944,N/A,sterling66[.]com
2017-05-04T06:40:07+0000,1493880007000,Compile Timestamp,wsmgr G:\c++\sandy dl 03032017\Release\chrom.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2017-05-04 06:40:07 UTC,https://www.virustotal.com/#/file/f3171fd468bbaeb73da16b8c0dd142f1296c4486ce03e0dad950a97a9029c75e/details,c009cc06ea2a0bf320884700a48ab835,,,wsmgr,f3171fd468bbaeb73da16b8c0dd142f1296c4486ce03e0dad950a97a9029c75e,75771e26dc9528cf2e39fb698eea0661b396b71b,"PE32 executable (GUI) Intel 80386, for MS Windows",163840,G:\c++\sandy dl 03032017\Release\chrom.pdb,192.168.137[.]102
2017-05-04T08:41:39+0000,1493887299000,Compile Timestamp,ctfmers.exe C:\Users\STONE\Documents\Visual Studio 2008\Projects\15Mar2017\Release\15Mar2017.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2017-05-04 08:41:39 UTC,https://www.virustotal.com/#/file/bc0c5fe35ae4b84de7717c0fd18d7c3bb7fd53fc4c2d30dcd894cbde0c850d4e/details,dac9f9bf6d7fe264f220932c2e73bde3,,,ctfmers.exe,bc0c5fe35ae4b84de7717c0fd18d7c3bb7fd53fc4c2d30dcd894cbde0c850d4e,9281047932405466b418bc3f50ecae809ed885fd,"PE32 executable (GUI) Intel 80386, for MS Windows",99840,C:\Users\STONE\Documents\Visual Studio 2008\Projects\15Mar2017\Release\15Mar2017.pdb,a.churchill91[.]com
2017-05-04T09:17:55+0000,1493889475000,Compile Timestamp,crystal.exe C:\crystal\Release\crystal.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2017-05-04 09:17:55 UTC,https://www.virustotal.com/#/file/833674b40ae5714d0f479461048ddc8439ee6631b16c4afaa6164ee8400c33b7/details,99197cd2eef1b446f396b20d6bc3bb24,,,crystal.exe,833674b40ae5714d0f479461048ddc8439ee6631b16c4afaa6164ee8400c33b7,2889a06f5676c7cad7abeff4ec3406d8cdac24a1,"PE32 executable (GUI) Intel 80386, for MS Windows",81408,C:\crystal\Release\crystal.pdb,sterling66[.]com
2017-05-04T11:43:11+0000,1493898191000,Compile Timestamp, C:\Users\WIN7-XP\Documents\Visual Studio 2008\Projects\intelc\Release\intelc.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2017-05-04 11:43:11 UTC,https://www.virustotal.com/#/file/be62d6a96477bc52fcc9e7a1102d01d2e7495df4ae88d9bd9ba3bee7b4308cc5/details,8da2dbb5f6171e0908674a69d412335b,,,,be62d6a96477bc52fcc9e7a1102d01d2e7495df4ae88d9bd9ba3bee7b4308cc5,f3e08e000bf3e398f48dc65427d5db8723abbfab,"PE32 executable (GUI) Intel 80386, for MS Windows",77312,C:\Users\WIN7-XP\Documents\Visual Studio 2008\Projects\intelc\Release\intelc.pdb,sterling66[.]com
2017-05-05T16:47:55+0000,1494002875000,VT_First_Submission,wsmgr G:\c++\sandy dl 03032017\Release\chrom.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2017-05-04 06:40:07 UTC,https://www.virustotal.com/#/file/f3171fd468bbaeb73da16b8c0dd142f1296c4486ce03e0dad950a97a9029c75e/details,c009cc06ea2a0bf320884700a48ab835,,,wsmgr,f3171fd468bbaeb73da16b8c0dd142f1296c4486ce03e0dad950a97a9029c75e,75771e26dc9528cf2e39fb698eea0661b396b71b,"PE32 executable (GUI) Intel 80386, for MS Windows",163840,G:\c++\sandy dl 03032017\Release\chrom.pdb,192.168.137[.]102
2017-05-08T07:31:23+0000,1494228683000,Compile Timestamp, C:\Users\STONE\Documents\Visual Studio 2008\Projects\15Mar2017\Release\15Mar2017.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2017-05-08 07:31:23 UTC,https://www.virustotal.com/#/file/755bcf2999baf812448fa00821f9a4c6cfba01dd26f3a1383060ccf63ff197f9/details,ecca8f4c7e14bbc1e3a06b9f8a41b53a,,,,755bcf2999baf812448fa00821f9a4c6cfba01dd26f3a1383060ccf63ff197f9,b9f27f0e134d7210f58f26674dcd2f7760982e5d,"PE32 executable (GUI) Intel 80386, for MS Windows",91136,C:\Users\STONE\Documents\Visual Studio 2008\Projects\15Mar2017\Release\15Mar2017.pdb,a.churchill91[.]com
2017-05-08T09:44:36+0000,1494236676000,Compile Timestamp,crystal.exe C:\intelc\Release\crystal.pdb was found on VT ,https://unit42.paloaltonetworks.com/multiple-artradownloader-variants-used-by-bitter-to-target-pakistan/,BITTER,2017-05-08 09:44:36 UTC,https://www.virustotal.com/#/file/a9fb70fe7fb18f2ee007fb2163124dad8df0c80a44a4cb2a76e88272f61608c2/details,7b711b794d3607babcb0917134099f31,,,crystal.exe,a9fb70fe7fb18f2ee007fb2163124dad8df0c80a44a4cb2a76e88272f61608c2,ddc26d07789e8d29a13261200fc0230f27bc46ab,"PE32 executable (GUI) Intel 80386, for MS Windows",80896,C:\intelc\Release\crystal.pdb,sterling66[.]com
